2025-11-17 11:52:18,021 - INFO - batch_audio_translate_en_new.py:299 - 单独翻译结果已保存：C:\S2TT\Test_out\seed2_single_txt_results\多信道测试集-八爪鱼\大会议室多信道测试集_4m\ByteDance_1_dialogue_16K\en2zh-09-sport_audio_fanyi_seed2.txt
2025-11-17 11:52:18,024 - INFO - batch_audio_translate_en_new.py:186 - 已更新目录汇总文件：C:\S2TT\Test_out\seed2_txt\多信道测试集-八爪鱼\大会议室多信道测试集_4m\output_en2zh_seed2.txt
2025-11-17 11:52:18,024 - INFO - batch_audio_translate_en_new.py:186 - 已更新目录汇总文件：C:\S2TT\Test_out\seed2_txt\多信道测试集-八爪鱼\大会议室多信道测试集_4m\latency_stats_en2zh_seed2.txt
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:335 - 
【en2zh-09-sport_audio.wav 完整时延统计】
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:339 - 请求开始时间：2025-11-17 11:48:29
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:340 - ASR首字时延：10.407 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:341 - ASR尾字时延：-0.449 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:342 - 翻译首字时延：10.21 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:343 - 翻译尾字时延：0.096 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:344 - 耳口差时延：11.436 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:345 - TTS尾字时延：0.31 秒
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:388 - ===== 第 29/30 个文件 en2zh-09-sport_audio.wav 处理完成！=====
2025-11-17 11:52:18,033 - INFO - batch_audio_translate_en_new.py:268 - 
===== 处理第 30/30 个文件（目录内第 10/10 个）：en2zh-10-art_audio.wav =====
2025-11-17 11:52:18,049 - INFO - ast_demo_en.py:241 - 成功读取音频：en2zh-10-art_audio.wav，共2648个分片
2025-11-17 11:52:18,216 - INFO - ast_demo_en.py:255 - 连接API成功（log_id=20251117115218EBFC3591B5263B0C28A1）
2025-11-17 11:52:18,376 - INFO - ast_demo_en.py:283 - 会话启动成功（session_id=6f0cee8e-54e9-4da1-87b9-d3c73de45f09）
2025-11-17 11:52:18,376 - INFO - ast_demo_en.py:301 - 开始发送音频分片，请求开始时间：1763351538.376460
2025-11-17 11:52:29,023 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=1）：ASR分片=..., 翻译分片=法国..., 音频长度=0
2025-11-24 09:03:59,082 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=9）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:03:59,188 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=9）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:03:59,284 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=9）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:03:59,333 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=9）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 09:03:59,333 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=9）：ASR分片=..., 翻译分片=..., 音频长度=1042
2025-11-24 09:04:00,082 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=10）：ASR分片=..., 翻译分片=就是..., 音频长度=0
2025-11-24 09:04:00,133 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=10）：ASR分片=..., 翻译分片=这样..., 音频长度=0
2025-11-24 09:04:00,180 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=10）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 09:04:00,188 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=10）：ASR分片=以色列。..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:00,303 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=10）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:00,411 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=10）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:00,505 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=10）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:00,528 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=10）：ASR分片=..., 翻译分片=..., 音频长度=4096
2025-11-24 09:04:00,529 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=10）：ASR分片=..., 翻译分片=..., 音频长度=1968
2025-11-24 09:04:02,154 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=11）：ASR分片=..., 翻译分片=我..., 音频长度=0
2025-11-24 09:04:02,204 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=11）：ASR分片=..., 翻译分片=首先..., 音频长度=0
2025-11-24 09:04:02,252 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=11）：ASR分片=..., 翻译分片=想到..., 音频长度=0
2025-11-24 09:04:02,302 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=11）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 09:04:02,310 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=11）：ASR分片=First thing that comes to my m..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:02,354 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=11）：ASR分片=..., 翻译分片=是..., 音频长度=0
2025-11-24 09:04:02,403 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=11）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:02,861 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=11）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:02,907 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=11）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:02,944 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=11）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:03,003 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=11）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:03,030 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=11）：ASR分片=..., 翻译分片=..., 音频长度=2048
2025-11-24 09:04:03,031 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=11）：ASR分片=..., 翻译分片=..., 音频长度=884
2025-11-24 09:04:04,312 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=12）：ASR分片=..., 翻译分片=新加坡..., 音频长度=0
2025-11-24 09:04:04,363 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=12）：ASR分片=..., 翻译分片=是..., 音频长度=0
2025-11-24 09:04:04,411 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=12）：ASR分片=..., 翻译分片=一个..., 音频长度=0
2025-11-24 09:04:04,418 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=12）：ASR分片=Singapore is a small country...., 翻译分片=..., 音频长度=0
2025-11-24 09:04:04,459 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=12）：ASR分片=..., 翻译分片=小国..., 音频长度=0
2025-11-24 09:04:04,515 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=12）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:04,983 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=12）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:05,049 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=12）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:05,087 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=12）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:05,159 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=12）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:05,199 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=12）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 09:04:05,200 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=12）：ASR分片=..., 翻译分片=..., 音频长度=1092
2025-11-24 09:04:06,390 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=13）：ASR分片=..., 翻译分片=但..., 音频长度=0
2025-11-24 09:04:06,437 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=13）：ASR分片=..., 翻译分片=尽管..., 音频长度=0
2025-11-24 09:04:06,488 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=13）：ASR分片=..., 翻译分片=它..., 音频长度=0
2025-11-24 09:04:06,538 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=13）：ASR分片=..., 翻译分片=很小..., 音频长度=0
2025-11-24 09:04:06,585 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=13）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:06,619 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=13）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:06,637 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=13）：ASR分片=But even though it's small is..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:06,747 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=13）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:06,842 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=13）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:06,905 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=13）：ASR分片=..., 翻译分片=..., 音频长度=8192
2025-11-24 09:04:06,905 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=13）：ASR分片=..., 翻译分片=..., 音频长度=404
2025-11-24 09:04:11,326 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=它..., 音频长度=0
2025-11-24 09:04:11,374 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=非常..., 音频长度=0
2025-11-24 09:04:11,422 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=发达..., 音频长度=0
2025-11-24 09:04:11,472 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=14）：ASR分片=Super develop and the transpor..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:11,472 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:11,520 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=交通..., 音频长度=0
2025-11-24 09:04:11,554 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:11,572 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=也..., 音频长度=0
2025-11-24 09:04:11,617 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=很..., 音频长度=0
2025-11-24 09:04:11,663 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=便利..., 音频长度=0
2025-11-24 09:04:11,679 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:11,714 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=14）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 09:04:11,797 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:11,911 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:12,018 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:12,108 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:12,162 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=4096
2025-11-24 09:04:12,163 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=14）：ASR分片=..., 翻译分片=..., 音频长度=1046
2025-11-24 09:04:13,443 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=15）：ASR分片=..., 翻译分片=公共..., 音频长度=0
2025-11-24 09:04:13,493 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=15）：ASR分片=..., 翻译分片=交通..., 音频长度=0
2025-11-24 09:04:13,540 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=15）：ASR分片=..., 翻译分片=非常..., 音频长度=0
2025-11-24 09:04:13,589 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=15）：ASR分片=Is pretty good public transpor..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:13,589 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=15）：ASR分片=..., 翻译分片=好..., 音频长度=0
2025-11-24 09:04:13,633 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=15）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:13,666 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=15）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:13,790 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=15）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:13,895 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=15）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:13,988 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=15）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:14,024 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=15）：ASR分片=..., 翻译分片=..., 音频长度=6144
2025-11-24 09:04:14,025 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=15）：ASR分片=..., 翻译分片=..., 音频长度=532
2025-11-24 09:04:15,417 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=16）：ASR分片=..., 翻译分片=到处..., 音频长度=0
2025-11-24 09:04:15,462 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=16）：ASR分片=..., 翻译分片=都..., 音频长度=0
2025-11-24 09:04:15,513 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=16）：ASR分片=..., 翻译分片=很..., 音频长度=0
2025-11-24 09:04:15,532 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=16）：ASR分片=Everywhere is very clean...., 翻译分片=..., 音频长度=0
2025-11-24 09:04:15,559 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=16）：ASR分片=..., 翻译分片=干净..., 音频长度=0
2025-11-24 09:04:15,611 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=16）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:15,638 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=16）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:15,762 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=16）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:15,895 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=16）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:15,907 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=16）：ASR分片=..., 翻译分片=..., 音频长度=6144
2025-11-24 09:04:15,907 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=16）：ASR分片=..., 翻译分片=..., 音频长度=340
2025-11-24 09:04:18,884 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=而且..., 音频长度=0
2025-11-24 09:04:18,922 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=不..., 音频长度=0
2025-11-24 09:04:18,970 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=允许..., 音频长度=0
2025-11-24 09:04:19,012 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=17）：ASR分片=And they don't allow chewing g..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:19,018 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=嚼..., 音频长度=0
2025-11-24 09:04:19,068 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=口香糖..., 音频长度=0
2025-11-24 09:04:19,115 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=17）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 09:04:19,437 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:19,478 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:19,528 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:19,567 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=10240
2025-11-24 09:04:19,567 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=17）：ASR分片=..., 翻译分片=..., 音频长度=1444
2025-11-24 09:04:22,292 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=18）：ASR分片=..., 翻译分片=他们..., 音频长度=0
2025-11-24 09:04:22,341 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=18）：ASR分片=..., 翻译分片=总是..., 音频长度=0
2025-11-24 09:04:22,389 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=18）：ASR分片=..., 翻译分片=认为..., 音频长度=0
2025-11-24 09:04:22,479 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=18）：ASR分片=Like this stereotype is they a..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:22,511 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:22,622 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:22,722 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:22,807 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:22,807 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=18）：ASR分片=..., 翻译分片=..., 音频长度=1452
2025-11-24 09:04:24,319 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=他们..., 音频长度=0
2025-11-24 09:04:24,369 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 09:04:24,420 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=食物..., 音频长度=0
2025-11-24 09:04:24,469 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=比..., 音频长度=0
2025-11-24 09:04:24,485 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=19）：ASR分片=Their food is better than ours..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:24,519 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=我们..., 音频长度=0
2025-11-24 09:04:24,552 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:24,570 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 09:04:24,619 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=好..., 音频长度=0
2025-11-24 09:04:24,685 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:24,686 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=19）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 09:04:24,808 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:24,927 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:25,023 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:25,023 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=19）：ASR分片=..., 翻译分片=..., 音频长度=2020
2025-11-24 09:04:27,803 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=哈哈..., 音频长度=0
2025-11-24 09:04:27,861 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 09:04:27,907 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=实际上..., 音频长度=0
2025-11-24 09:04:27,957 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=呢..., 音频长度=0
2025-11-24 09:04:27,968 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=20）：ASR分片=Ha ha ha ha ha ha. And the re-..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:28,007 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=20）：ASR分片=..., 翻译分片=？..., 音频长度=0
2025-11-24 09:04:28,458 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:28,499 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:28,540 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:28,581 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=2048
2025-11-24 09:04:28,584 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=20）：ASR分片=..., 翻译分片=..., 音频长度=1524
2025-11-24 09:04:32,686 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=实际上..., 音频长度=0
2025-11-24 09:04:32,734 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:32,784 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=他们..., 音频长度=0
2025-11-24 09:04:32,831 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=需要..., 音频长度=0
2025-11-24 09:04:32,883 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=多..., 音频长度=0
2025-11-24 09:04:32,902 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=21）：ASR分片=In reality is, they need to co..., 翻译分片=..., 音频长度=0
2025-11-24 09:04:32,934 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=来..., 音频长度=0
2025-11-24 09:04:32,984 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=这里..., 音频长度=0
2025-11-24 09:04:33,034 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=21）：ASR分片=..., 翻译分片=，..., 音频长度=0
2025-11-24 09:04:33,236 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=10318
2025-11-24 09:04:33,281 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:33,317 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:33,352 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:33,389 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:33,461 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=14336
2025-11-24 09:04:33,536 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=12288
2025-11-24 09:04:33,536 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=21）：ASR分片=..., 翻译分片=..., 音频长度=230
2025-11-24 09:04:34,044 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=品尝..., 音频长度=0
2025-11-24 09:04:34,101 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=我们..., 音频长度=0
2025-11-24 09:04:34,156 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=的..., 音频长度=0
2025-11-24 09:04:34,182 - INFO - ast_demo_en.py:338 - 接收有效响应（event=651, seq=22）：ASR分片=Taste of food...., 翻译分片=..., 音频长度=0
2025-11-24 09:04:34,211 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=食物..., 音频长度=0
2025-11-24 09:04:34,261 - INFO - ast_demo_en.py:338 - 接收有效响应（event=654, seq=22）：ASR分片=..., 翻译分片=。..., 音频长度=0
2025-11-24 09:04:34,315 - INFO - ast_demo_en.py:338 - 接收有效响应（event=352, seq=22）：ASR分片=..., 翻译分片=..., 音频长度=10318
